"codigo_pip";"nome_pip";"nucleo";"familia";"area_atuacao";"ano";"mes";"ano_mes";"novos";"denuncias";"arquivamentos"
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;3;"2020-03";59;9;4
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;4;"2020-04";53;6;10
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;5;"2020-05";282;24;11
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;6;"2020-06";212;17;23
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;7;"2020-07";167;31;26
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;8;"2020-08";134;13;18
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;9;"2020-09";128;21;20
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;10;"2020-10";148;26;41
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;11;"2020-11";246;43;32
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2020;12;"2020-12";63;4;10
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2021;1;"2021-01";70;0;10
300977;"PIP - Volta Redonda";"Interior";"Interior";"Volta Redonda";2021;2;"2021-02";127;0;1
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;3;"2020-03";50;4;2
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;4;"2020-04";13;1;2
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;5;"2020-05";38;4;3
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;6;"2020-06";19;2;1
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;7;"2020-07";25;9;4
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;8;"2020-08";52;7;6
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;9;"2020-09";43;4;4
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;10;"2020-10";79;2;5
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;11;"2020-11";167;5;5
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2020;12;"2020-12";62;1;8
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2021;1;"2021-01";90;2;2
300987;"PIP - Nova Friburgo";"Interior";"Interior";"Nova Friburgo";2021;2;"2021-02";38;1;0
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;3;"2020-03";39;12;5
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;4;"2020-04";14;9;0
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;5;"2020-05";30;12;0
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;6;"2020-06";41;13;0
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;7;"2020-07";115;22;5
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;8;"2020-08";44;13;1
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;9;"2020-09";159;19;3
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;10;"2020-10";187;6;1
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;11;"2020-11";139;7;3
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2020;12;"2020-12";94;3;3
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2021;1;"2021-01";53;3;0
400731;"2ª PIP - Campos";"Interior";"Interior";"Campos";2021;2;"2021-02";57;2;0
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;3;"2020-03";359;103;54
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;4;"2020-04";165;56;34
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;5;"2020-05";111;43;30
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;6;"2020-06";126;44;27
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;7;"2020-07";225;76;29
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;8;"2020-08";218;67;35
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;9;"2020-09";125;50;26
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;10;"2020-10";197;53;21
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;11;"2020-11";168;59;19
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2020;12;"2020-12";105;33;28
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2021;1;"2021-01";192;23;11
400736;"PIP - Petrópolis";"Interior";"Interior";"Petrópolis";2021;2;"2021-02";189;3;0
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;3;"2020-03";56;16;2
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;4;"2020-04";17;13;1
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;5;"2020-05";31;18;5
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;6;"2020-06";28;18;1
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;7;"2020-07";137;64;6
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;8;"2020-08";47;40;1
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;9;"2020-09";182;27;5
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;10;"2020-10";259;21;3
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;11;"2020-11";136;24;3
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2020;12;"2020-12";83;12;1
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2021;1;"2021-01";68;3;0
400758;"1ª PIP - Campos";"Interior";"Interior";"Campos";2021;2;"2021-02";149;0;2
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;3;"2020-03";81;23;10
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;4;"2020-04";6;3;0
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;5;"2020-05";37;14;3
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;6;"2020-06";54;15;5
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;7;"2020-07";128;18;8
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;8;"2020-08";184;19;14
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;9;"2020-09";116;6;13
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;10;"2020-10";201;24;21
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;11;"2020-11";59;8;8
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2020;12;"2020-12";82;13;11
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2021;1;"2021-01";93;0;4
1249804;"PIP - Macaé";"Interior";"Interior";"Macaé";2021;2;"2021-02";121;0;1
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;3;"2020-03";262;23;13
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;4;"2020-04";18;9;2
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;5;"2020-05";15;6;0
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;6;"2020-06";18;4;1
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;7;"2020-07";67;22;9
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;8;"2020-08";114;23;15
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;9;"2020-09";128;10;10
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;10;"2020-10";24;5;1
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;11;"2020-11";41;16;7
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2020;12;"2020-12";35;8;7
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2021;1;"2021-01";45;2;2
5679985;"PIP - Cabo Frio";"Interior";"Interior";"Cabo Frio";2021;2;"2021-02";22;0;0
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;3;"2020-03";69;10;6
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;4;"2020-04";35;9;3
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;5;"2020-05";36;11;1
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;6;"2020-06";92;19;22
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;7;"2020-07";183;26;15
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;8;"2020-08";139;12;15
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;9;"2020-09";93;15;6
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;10;"2020-10";133;21;9
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;11;"2020-11";220;12;4
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2020;12;"2020-12";36;7;0
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2021;1;"2021-01";95;5;0
6115386;"PIP - Barra Mansa";"Interior";"Interior";"Barra Mansa";2021;2;"2021-02";133;1;3
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;3;"2020-03";60;17;8
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;4;"2020-04";26;3;6
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;5;"2020-05";17;4;1
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;6;"2020-06";22;11;3
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;7;"2020-07";33;16;3
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;8;"2020-08";63;11;5
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;9;"2020-09";29;8;5
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;10;"2020-10";45;15;7
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;11;"2020-11";22;6;4
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2020;12;"2020-12";25;5;3
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2021;1;"2021-01";25;3;2
7419262;"PIP - Itaboraí";"Interior";"Interior";"Itaboraí";2021;2;"2021-02";27;5;4
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;3;"2020-03";22;3;4
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;4;"2020-04";19;6;2
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;5;"2020-05";47;9;5
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;6;"2020-06";7;3;1
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;7;"2020-07";173;39;20
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;8;"2020-08";246;40;19
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;9;"2020-09";23;10;4
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;10;"2020-10";43;11;11
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;11;"2020-11";69;15;13
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2020;12;"2020-12";18;8;6
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2021;1;"2021-01";27;1;6
7419344;"PIP - Itaguaí";"Interior";"Interior";"Itaguaí";2021;2;"2021-02";15;1;0
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;3;"2020-03";16;12;1
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;4;"2020-04";7;4;0
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;5;"2020-05";2;0;0
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;6;"2020-06";8;8;0
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;7;"2020-07";95;28;3
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;8;"2020-08";162;16;23
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;9;"2020-09";148;18;5
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;10;"2020-10";144;13;5
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;11;"2020-11";203;8;4
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;12;"2020-12";129;6;5
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2021;1;"2021-01";107;15;1
29926583;"1ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2021;2;"2021-02";84;15;3
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;3;"2020-03";15;9;0
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;4;"2020-04";7;5;0
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;5;"2020-05";1;1;0
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;6;"2020-06";9;6;0
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;7;"2020-07";91;15;4
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;8;"2020-08";168;23;31
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;9;"2020-09";136;24;8
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;10;"2020-10";154;12;9
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;11;"2020-11";209;22;8
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2020;12;"2020-12";143;8;3
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2021;1;"2021-01";98;4;1
29926616;"2ª PIP - Botafogo/Copacabana";"Rio de Janeiro";"Territorial";"Botafogo/Copacabana";2021;2;"2021-02";87;1;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;3;"2020-03";8;5;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;4;"2020-04";6;1;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;5;"2020-05";11;5;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;6;"2020-06";1;0;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;7;"2020-07";106;11;4
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;8;"2020-08";164;23;2
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;9;"2020-09";88;12;3
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;10;"2020-10";108;5;7
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;11;"2020-11";108;2;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;12;"2020-12";293;2;9
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;1;"2021-01";352;0;0
29926805;"1ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;2;"2021-02";298;0;0
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;3;"2020-03";12;11;0
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;4;"2020-04";6;6;0
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;5;"2020-05";12;6;0
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;6;"2020-06";2;0;0
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;7;"2020-07";117;28;7
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;8;"2020-08";156;32;15
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;9;"2020-09";103;9;14
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;10;"2020-10";143;16;21
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;11;"2020-11";111;4;29
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;12;"2020-12";131;4;16
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;1;"2021-01";107;4;2
29927047;"2ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;2;"2021-02";134;13;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;3;"2020-03";14;11;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;4;"2020-04";6;6;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;5;"2020-05";11;5;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;6;"2020-06";9;1;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;7;"2020-07";104;15;6
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;8;"2020-08";168;25;4
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;9;"2020-09";82;6;6
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;10;"2020-10";155;16;8
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;11;"2020-11";122;2;2
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2020;12;"2020-12";133;4;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;1;"2021-01";111;2;0
29933374;"3ª PIP - Centro/Zona Portuária";"Rio de Janeiro";"Territorial";"Centro/Zona Portuária";2021;2;"2021-02";90;1;0
